filename,language,transcription,translation
SEMA-MG-2024-03-20T230129-16.wav,eng,so to asadene e pode ter ar been familys for eo gelping o imitind caedes we ave sarbis tom policanisste ateoa now yo see thees daysbecause of them be mo ondotes tavwit oothos pobat foees very gise a o se a tis roessaesa tooepeis the very peposepesion tean i a te bintebl boute te o wic a aoes tere bets lods ut tis tay vi i want say something anda lokwel ife tven these days if you want to contess lik covo wars wr colisetyou ave in tisuccident monant jas te poicon a ac we comment wi you watereo aaejus go to,so to asène e pode ter ar been familys for eo gelping o imitind caedes we ave sarbis tom policanisste ateoa now yo see thees daysbecause of them be mo ondotes tavwit oothos pobat foeses very gise a o se a tis roessaesa tooepeis the very peposepesion tane i a te bintebl boute te o wic a aoes tere bets lods ut tis tay go to
SEMA-MG-2024-03-20T225155-12.wav,lug,kye kikolwa kyabwe poliisi simba okubeerawo mu ggwanga kubanga kola ki ekira nze singa n'aba ndese obwentingazeno ba teguvudde yo banzijakofinga buli nzise babaouyinanbiba biriba okyali kulimiaokitegeagi ebiri oyo kulemesa ekitono naye nga so yakujyakugakubyo n'akola kimemiasadinkani ne kampuni za na batokanikiraagamb gamolisiyeyeebe lirantobankoleki kati kye kuba made ngenda kunoonya yataimugubirama muto wange mugamba nti poliisi guli omusango ndaloyowebanaba sobola a,it's their action police I don't want to be in the country because what do I do if even those who left the security of it didn't come out of it they would have me arrested every time I killed them they would have been still planting two witchcraft that hindered the little but he didn't do it and he did it with companies of na batokanikiraagambambolisi gamyeyeebe lirantobankoleki now what
SEMA-MG-2024-03-07T130316-5.wav,lug,walsawaugambabanzi ga kya nga aeataaenaiaselaya a,walsawa wandiogera ga kya nga aeetaanayaselaya a
SEMA-MG-2024-03-14T130230-4.wav,lug,osobole otukwasaganya n'abapoliisi bantu basoba okuva nga tebatujjakusente zirina sente za buli ku na kukwata omusibe bakyotusabasente ngate poliisi ya uganda no kuyamabambapolisi naye kuyamba,so that you can deal with the police most people since they don't give us money they have money for everyone and arresting a prisoner they ask us for money while the uganda police also ask the police to help
SEMA-MG-2024-03-20T225643-14.wav,lug,ntwale mu kiseera ekyo ne basibe na ku mekaekiogamba mu tineretusinawo program yagala kiri kituufu yogesaloamugambo genzekonaamaso gala wa waoebanyeaeekyo bali we bali ku nnya nga era nankankikolebigala wano nga,let me take it at that time with the prisoners and on the mechanic say in tineretusinawo program want it to be true yogesaloumugambo genzekonaamaso gala where you lie that they are where they are at four and nankankikolebigala here like
SEMA-MG-2024-03-20T224005-7.wav,lug,akunawboliyampa mulimu kumpa mulimu ne mugamba kino kangeedenkoleki mala ekingakokumaienzira mu ne mugamba nti kigenda kolaunanidaba wayomaaainemukaba jangu labimgobasindika a ya komawo oluvannyuma nagamba jangu eri tukule mu tulikootingekulabi mu kulipootinganembaka kasana ekintu ekigenda konenziramunebagambo ba musobola mugule ekiralakinotekige ndakkolawademuna mu sente seneremukeamu nnyingi naye zinzogeraobwerere nga mukoze ki ne mu nsumbuanebavok bosaokunonya ngezaako okunoonya kye nasooka okuleeta nga te,akunakobliyampa is giving me a job and you say this kangeedenkoleki mala ekingangokumayira in and you say it's going to coronanidaba wayomaaainemukaba come labimgobabasindika a ya komawo then I said come to tukule in tulikootingekulabi in kulipootinganembaka kasana something that's going to konenziramunebagambo ba you can buy ekiralakinotekige
SEMA-MG-2024-03-22T130739-3.wav,lug,mwe mukoteranobuzibu kubanga ebyo bumwa temwali biwadde laisinsebyebyennyanja ebya betingsmaniemipiira enkola ya mwe sindungamupolisi kambabuzolemazima ki be nnyo nnyonyi cheŋmukolaŋbeŋlo ni okwata abamenyi bamaaasikibinumale ge kolainelensemalaumanye ndi no muntu mutuufu mu kamenosimukameale de mu abaana b'amasomero akwatidde mu baganda baffe abakozi be emirimu mu nalabiirfamire bwe nafandemumuuiafane mu azuuka wo soparatiyetabatabe ne pisito kali bwa nkuba esasisirimusanyi funaokundaa ku sekamuznkuboli,you have a problem because that's why you didn't give a license to the bettingman's game of life where the police didn't know what the truth was about the plane cheŋmukolaŋbeŋlo is to arrest the masked bandits who are colonelensemalaumanye am also a real person in kamenosimukameale de among school children he has caught among our brothers his workmates in nalabiirfamire nafand
SEMA-MG-2024-03-12T130349-6.wav,lug,atibabatebakaleebi kyogerako naye waliwo ekitabula ku kye bagenda kisankiraananaa savsitazozitanze kya sofeandusinabo gigerezakulitibwa,atibabatebakaleebi is talking but there is a confusion about what they are going to cross with savsitazozitanze of sofeandusinabo gigerezakulitibwa
SEMA-MG-2024-03-13T130608-10.wav,lug,soon but everything was fine zizolabamulabye babuulidde ekiddako and rate,soon but everything was fine when they saw him they told the next and rate
SEMA-MG-2024-03-20T224935-11.wav,lug,kibiouaamukubuuza singa bwe wali we baambuuliza nti ki ekiri nacnnaconacimanyi n'embaga masiki manyigonoyampasn akina yasala ne bankwata namnyogangenagena okulaba okwekanga eyo nga gakoze agamu mazima agasinga kati nze njagala ndaba omusajja oyo ebiseera byange bye mba ntudde mokokoeianpite pikidasageawami sanguyaŋpitawo kola peyasobakujidu ku jinezawanekintu a gye yampkaiaeyali enkumbi gya gamba nti situlatesobola ku situla mu ntuomuyasoba kusitula muntu mu katimba ne puogamuzanzizemanta mbuliddemu eri abantu okusobola okulaba,it hurt me to ask him if you were there when they asked me what is nacnnaconacimanyi with the wedding mask manyigonoyapasn play he cut me and arrested me namnyoggenagena to see how to hide there when it has done some truth most of the time I want to see that man my time I am sitting mokokoeianpite pikidasageawamiyapitawo do peyasobakujidu on jinezawan
SEMA-MG-2024-03-20T224714-10.wav,lug,guno mulundi gwa gunaineemirimu gyange nsiga kulimba saasoma naye amagevugange ga ye nva wano ne gendako ebweru so kugenda kwentaagonebakugamba nti kiki oli kriminewamnebakuzza kampuni esaokubaomulimu ne bagaba kotuekwaidlabe oba oli mu bumanyiribw'oba kati gye nkomeddewonabe si musanze eyo yangamakomeonga biriautekedwa ku muti wagasawayonnanfunu mulimu funa omulimu n'etambula so genda bweru naye emirimu gyange nakola contract gundi akola oidaoikwalimukonta kati osobeokutuuka ogenda okutuuka wali nga sobirekugamba nedda gwewamoliumewa kluiminsooamaly dabinvudo,the time of my job I don't lie I didn't study but my job is to leave here and go abroad so I'm not going to tell you what you're doing so I'm going to tell you what you're doing so I'm going to tell you what I'm doing so I'm going to tell you what I'm doing so I'm going to tell you what I'm doing so I'm going to
SEMA-MG-2024-03-14T130151-3.wav,lug,kati zetetwakiralod tuli ku poliisi to wabyomusangotwaguba wa ku mandewikenuayea oliseaasente kuli kimu sente kuli kimu seneetuzina,now zetwewakiralod we are at police to wabyamusangotwaguba wa ku mandewikenuayea oliseaasente kuli kimu sente buli kimu seneetuzina
SEMA-MG-2024-03-12T130507-8.wav,lug,ogadkoabaramuenkola ya bunuinababalala enkola obadde bawa amagezi ga a,you have upgraded the privacy settings you have been recommending
SEMA-MG-2024-03-20T224227-8.wav,lug,nakizayokainembaga kasgaliganunya noonya ne bagamba nti kye nafunye kino ekirala oli ayagala ko ku sente asobola okukola ki ne bagamba jangu okimessente ogenda ogenda oleeta ekyuma kiteekeko olunaku lwe gwe n'asanga polisi kugwaeweoyowoli mpise ku mulimu gwange gye ndi ending niyanimakankakati poliisi muserekonnange yagwira buuza kiki ne mbuuza muzeikiriawenakozesa ebintu ebisale ne mugabo muzeikikindabaate poliisi atenda aba kigwempiseukola ssente mbakolere ebyamuwebabigaanyize nkola kintambulene asibira ku poliisi igenuakananasibide wanoinbuuzapolisi guusangotikoki bano a poliisi musango bangamba ku bakweyiie,nakizayokainembaga kasgaliganunya noonya and they said what I got this other who wants money can do what and they said come okimessente you're going to bring a machine set his day and he found the police falling overwhelmed call me at my work where I'm endingimakankakati police muserekonnange went abroad ask what and I asked muzeikiria that doesn't use things fees and here muzeikanyi
SEMA-MG-2024-03-26T131442-6.wav,lug,onda replacing alnsaebabvaapolisi kuseka nazo wali mu miti sawa zirina masero ne mulanikeeebanu ne glass we,onda replacing alnsaebabvapolice to laugh with you were in the trees now they have blacks and mulanikeeebanu and his glass
SEMA-MG-2024-03-20T222809-2.wav,lug,yankuba nga nkuba wano saanaabugayasaana musonyiwa nsi made ne mbadde mulwadde kale na zirika gesenzemumgulako musaawoasobole okuba nga nzijanjaba kuba nze siri bulungi bulamu bwabwe saba kubanga ndi mulema w'ekigere ate nakuba singa amukuteabagenda mala afuna bbaluwa atali nga bakaba mu kwata,he hit me while I was here I will not be sorry for the country made and I have been sick so with zirika Gesenzemum open a doctor so that I can treat them because I am not well their health pray because I am disabled and I know if he doesn't go to them he gets a letter that they are not in control
SEMA-MG-2024-03-20T223032-3.wav,lug,bakinyemuno banywedde enjala balina uaulaaorakatbagenze za oyonaemirimu gyabuamuaagize ra ga bye nakuaiaotoyinza watya muntu wo ganamulabaaamusko abaana balina balina abaana balina baali no problem tealopoblamsu,still hungry they have uaulaaorakatbagenze za oyonaemirimu gyabuwamuagize ra ga bye nakuaiaoto you can fear your person ganamulabaamusko kids they have have kids they had no problem tealopoblamsu
SEMA-MG-2024-03-12T130546-9.wav,lug,atengalaunsibo talina ko ssente bagenda ku sayidiyoliainaku senjanabalemu zimu kati wano tunyiga ki,atengalaunsibo has no money they are going to the studio some days senjanabalemu now what do we click here
SEMA-MG-2024-03-20T225420-13.wav,lug,oba ddala kituufu ekintu ekyo okikoze oba oyisawaawowoteked bagondabugonzi n'ogenda nayo kwange eri mu nsi yo mukuumi wa nsi you mulimu gwayo kyenjagala kikokinaabakyeko naawe kyali onganvuenjakuui ku maruoluaiagenda nnyo walainzaokuinaa gamba bwino wange mutono ogende ku mobayomanwagweguse yong mitito ngulizaayoataimako mibiri oyina koukukeumubayiro manetelmtemumuli mu layini tuukaoeninayosizo ni yange nganzaataasoma,whether it's true that you did that thing or you passed it on to the rebels and you went with it to my country you're a national guard you're its job I want it to kill you and it was a joke on Maruolua you went too far you might be going to say my little letter go to mobayomanwagweuse yong mitito I'm going to return it to you don't have to look at the bodies you have to
SEMA-MG-2024-03-20T224451-9.wav,lug,olw'ensonga baali bampita ku mulimu gwabwe sinaserenmbaakone bagenda mu maaso n'okukola ki n'okugaba funa kweyimirira ne mugamba oyo eya mpavirakwasiajana niimirirangawio wabwe omusango kakaliorubanyu ba na bangi na janinwanyinne ba neyimirira nesowolaokudda wa bweru we nzira wabweru nibangambajangu nga likotisibageni nzize mirundi mbabuuza oyo eyagamba nti nasalicumaeaega ne chumaengaciisi ya ba ko si ga kyuma kye yangamba njagala gye ambuulire poliisi ekyuma ekyo nga kisitula na ani mulimu gwe yali yampa yampa kya guli oba yampa kyavu,for the reason they were calling me about their work sinaserenmbaakone they went on to do what and to distribute funa stand up and say that mpavirakwasiajana stand up for their case kakaliorubanyu ba na bangi na janinwanyinne ba stand up and borrow outside where I go out they tell me like likotisibageni I have been asking repeatedly the one who said nasalicumaeaega and cumacesis of
SEMA-MG-2024-03-20T223742-6.wav,lug,badnzekulipootinga na kubuuza oba kiki obayampabira kiki kyalikonakusunula nange mu musango gwa ngeri zigebuligyebagutambuza make a bandauzaosiras ekintu ekyo ky'oyogedde eryokubanga poliisi eba neddekaerigambake kukwata esobola okunoonyereza naye we ne abange kukute ngenonegonaaba tolina musango kikyetegedda okukolera e ba de kononibsbn'oyo agenze oba okuwaabira poliisi ne bakutanodayo n'okomawo nga kuliko tinjag'osobola okulemererwa oba osobola okukola naye nga asolakukonfaminga,badnzekulipootinga and asking whether what you told me what happened to release me in the case of how zigebigyebagutambuza make a bandauzaosiras that thing you said because the police has a right to arrest can investigate but you and my people arrest me if you are innocent it is necessary to work for de kononibsbn who has gone or to report to the police and they don't come back and you can't fail
SEMA-MG-2024-03-12T130428-7.wav,lug,kuaebakebakwata bali nga bakibbaibantu ba kikwata mu kizibiti kati ebadde mazomaafoloi,"when they were arrested, they were holding a stick in a bar that was now full of potholes"
SEMA-MG-2024-03-20T225906-15.wav,lug,alisapozitookungamba nti atenziweyowaalinga te wanebalekipokakali ekyo kituufu ku ky'obadde oyogera ku nkola ya poliisi osegeagalaŋgambye mbwatenzireyeeri eba nkwatira apolisesonakatono budyembaanipotna nga levairoyakola tirwanekyokuba ku ntambuza ekyo kyostopingen'ombuuza ku kyuma kyo ekyo kitegeka onewonabookitadde ku radio oli akitegereweba nga poliisi kye wagambye nti nkola yaayo ebeeriebyaoyo omusajja gw'ensanzaawe yali yampa olunaku baaleakalyangambye ddayo ateerienatakimanya nti ba ko munyeyeruiso,lisapozito to tell me that he has been arrested whereas he has not been arrested that is true of what you have been talking about the police system you want me to say mbwatenzireyeeri is holding a police officer at least budyembaanipotna as levayoyakola isn't about transporting that kyestopingen ask him about your machine that organizes whoever you put on the radio you understand what the police said its system where
SEMA-MG-2024-03-22T131002-4.wav,lug,egibamutamuhazuuka alina kigaba osobola okwogera nokibangafetetuli wo ne mu aziokaakolatutunuulira nga bisesemyengateffe bajjamu omusolo ku mwambazauniform na mu guwasemunavulgagati kuba masaezengatozaayambala n'anyumangaafate tumuwekitiibwa ki ge mazima kuba musirikale kutegeera naye twagala ebintu abikole mu bwerufu ebaesidbakagye wampadesemanyi ba de folaminanowit has been inpodebaaa,egibamutamuhazuuka has kigaba you can talk nokibangafetuli your and in aziokaakolatutunuulira nga bisesemyengateffe they remove tax on the uniform and in guwasemunavulgagati because masaezengatozaayambala and anyumangaafate tumuwekwe what is the truth because a soldier understands but we want him to do things transparently ababakedde wampadesemanyi ba delamin foano
SEMA-MG-2024-03-22T130517-2.wav,lug,anerakitemotuwa abantu baffe abantu baakoze musango kiekimutukkeza kumanya musango gwabwe twayitegedde omusango gwabwe ne mirembagemutuganya okuba mere lwaki mutuganottalina ddembe nga y'omu naugamunaasemunu satu iunusawananemuba kwataekalinemudda wo ne mugamba ne mudganammutufu n'okwogerako n'abo mazima katnatekutio musango gwabwe butuufu enkola oyo yakulidde kikwekweto ekyo operation yanyoesonyofiise oyo yetaaga kukyusizaddala kuba nsi yeeginsiembinyo abantu abakyamu ba mu bamanyi kalyombangamubajemu abatuufu ba kye mu baleeta mugammmwabakwadde mugamba lingi zaalaasimanyi bino ebimala aalamwalwaki mu bi walayisinse okwapaleetinga,enereketemuwa our people people they committed a crime let us know their case we understood their case and miremutuganya to be mere why mutugannottina rights like one thousand three thousand unusawanyamuba you didn't put it on your side and you said to the mudganammutufu and to talk to those truthfully katnatukuyo their case is true the method that the kiek grew up that operation was so sophisticated that it
SEMA-MG-2024-03-22T131225-5.wav,lug,wakati wa sawaaneswabagakolera eri gololakolamutezi saawerazisawo ze bamukwatire kwewunyizanokwewunyi mu tufuesekokatibali kapokutesamuuga zisuseogamba nti waliwo kyokka babakwata wakati wa ssaawa nya ne saosaazawaesa kigamba nti baali balagidde nti oba waliwo kaffe oba waliwo sauawakatiwasaawa nyanssaawassatu abaana bakola mu mawotezsaozwaba ba bakwata ba ba kwemirabaakaze kwe milendoakalaatenga pagozibakola mu ma si ku ka nti babasanga bali aulidatantinga tebalina kituguiwandika chokawapakwata vavapolowange bamukwata vapor wali unoulimi,between the time we worked for the gololakolamutezi saawrazisawo ze baamukwata kwewunyize mu tufufusi akatibatibali kapokutesamuuga zisuseogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogogog
SEMA-MG-2024-04-09T132342-7.wav,lug,ngebalekoabadde okulaba omusibe wange wano naye mulabye abapoliisi balungi bakosaamu ekitiibwa nga obalabyenaye musango gwange tegunnaba ku kugwa kubanga omwana wange akymwanawange akyaliwo naye nga tali mu mbeera mbi nnyo can red banning a,i wish you could see my prisoner here but you have seen good police officers disrespecting you when you see them my case is not about to fall because my child is still there but not in a very bad state can red banning a
