filename,language,transcription,translation
SEMA2-2023-05-25T172415-31.wav,eng,because i get the survits which ar an oapasin every time i come i get my servicea aoata tante ee,because i get the survits which ar an oapasin every time i come i get my servicea aoata tante ee
SEMA2-2023-05-25T173045-41.wav,eng,you grow you top to men bey tey respond you well ne if they don't have many tings tey say the right for ye you gon by untill you buy de relmets  mates working om yeu so tetart be tartis s,you grow you top to men bey tey respond you well ne if they don't have many tings tey say the right for you you gon by untill you buy de relmets mates working om yeu so tetart be tartis s
SEMA2-2023-04-27T160537-14.wav,eng,eshedint mine she left us  molova shes zealand going before time for these people they are supposed to be here the ol dev te pay but he was to com beyond on,eshedint mine she left us molova shes zealand going before time for these people they are supposed to be here the ol dev te pay but he was to com beyond on
SEMA2-2023-05-25T173124-42.wav,eng,wehavivenat win  one gad thing for glaod we have not get considher we ave not getate bedewart the bodies are moded why i  goly wot to the fathen,wehavivenat win one gad thing for glaod we have not got considher we ave not getate bedewart the bodies are moded why i goly wot to the fathen
SEMA2-2023-05-13T170735-9.wav,eng,i came to get the dogs partyut what i gom to get tis a ca  them giveneo all the drugs i came from,i came to get the dogs partyut what i gom to get tis a ca them giveneo all the drugs i came from
SEMA2-2023-05-05T145354-8.wav,eng,sam wey agan ten met da  asoot e not startin not happendo noitala,sam wey agan ten met da asoot e not startin not happendo noitala
SEMA2-2023-04-27T155921-4.wav,eng,thew deman a eeeea osaawatte tes mom be gleaeawe are the delat so how long did yo,thew deman a eeeea osaawatte tes mom be gleaeawe are the delat so how long did yo
SEMA2-2023-04-27T160501-13.wav,eng,at adywark one should have attended to us thebut she laved a sompar new lig wethet spes gotha because of  ta swithrent she doesnot halle ten that har to how worke  etsm,at adywark one should have attended to us thebut she laved a sompar new lig wethet spes gotha because of ta swithrent she doesnt halle ten that har to how worke etsm
SEMA2-2023-05-19T170826-12.wav,eng,o had to tok haw  yu do what e fast go bakani icherwo checonte fasion tolto be mit tink all buopls  are to playina cae waa aao te wes to  e de,o had to tok haw yu do what e fast go bakani icherwo checonte fasion tolto be mit tink all buopls are to playina cae waa aao te wes to e de
SEMA2-2023-05-25T173718-51.wav,eng,tis my thar time remember cas came did that time of vacination wo found covid then this monter ecaman elimen a mi twelov an ten today sofar this month when i came here,Tis my thar time remember cas came did that time of vaccination wo found covid then this monter ecaman elimen a mi twelov an ten today so far this month when i came here
SEMA2-2023-05-25T174151-58.wav,eng,et lav to everythin except the natnat wel e detmecin atavet tedicativeanyway te nex wif the friend wile om a deteranry argentean will ye big,et lav to everythin except the natnat wel e detmecin atavet tedicativeanyway te nex wif the friend wile om a deteranry argentean will ye big
SEMA2-2023-05-13T170551-7.wav,eng,acampiar for minisation so the service was brild pin aatru cetis thank youo reee ose tanso ma e a eseaaaaea e t ea to too o to po te,acampiar for minisation so the service was brild pin aatru cetis thank youo reee ose tanso ma e a eseaaaaea e t ea to too o to po te
SEMA2-2023-05-25T174309-60.wav,eng,is that when you are ogivbus to the thad bon child or the forth bon chil w don't want you to come and livi the sonyear or you have any operasion before yo don't want tot give bath som pean like i geve bat laston,is that when you are ogivbus to the thad bon child or the forth bon chil w don't want you to come and livi the sonyear or you have any operation before yo don't want to tot give bath som pean like i geve bat laston
SEMA2-2023-05-25T173521-48.wav,eng,eay they wi their warcwoltee o e patpo tota a ete to teeeto te tale pete e to ee te to sa pes tet teteteotee,eay they wi their warcwoltee o e patpo tota a ete to teeeto te tale pete e to ee te to sa pes tet teteteotee
SEMA2-2023-05-25T172927-39.wav,eng,sea dantises i came very eall in the monen those people ew their machines are not workingand they made me seat an do that this time ollet tell me the machinees low can you appreciate,sea dansises i came very eall in the monen those people ew their machines are not workingand they made me seat an do that this time ollet tell me the machinees low can you appreciate
SEMA2-2023-05-05T145432-9.wav,eng,not brod but according to the help which i wintaa aaaaaa so a ta taa te te eete e,not brod but according to the help which i wintaa aaaaaa so a ta taa te te eete e
SEMA2-2023-05-13T171143-14.wav,eng,the twit yous from ther sted of wasting ie out of time for meya das wen e con dat i happwe yatakati maama nga bwe tugambe,the twit yous from ther sted of wasting ie out of time for meya Das wen e con dat i happwe yatakati maama nga bwe tugambe
SEMA2-2023-05-25T172534-33.wav,eng,hee about o sictete  bepast wan to seaae toe ae ta te teaoaa ta ee pleepeaa paae peeee pe aa e po teta to pe e to pee,hee about o sictete bepast wan to seaae toe ae ta teaoaa ta ee pleepeaa paa peeee pe aa e po teta to pe e to pee
SEMA2-2023-05-05T145746-14.wav,eng,because if they have onesomething ave now monting on no tesment ye bowon to go teae ea a o ta a ece pe per te,because if they have one thing ave now montering on no tesment ye bowon to go teae ea a o ta ece pe per te
SEMA2-2023-04-27T160345-11.wav,eng,some one like the consultant doctoryou find when isa good person attends to work wart wat again i goin te wat like ade reception heathe waa estriction is just  wal white,some one like the consultant doctoryou find when isa good person attends to work wart wat again i goin te wat like ade reception heathe waa estriction is just wal white
SEMA2-2023-05-19T170547-8.wav,eng,ote sarpostia  rath daleto milateras nol brotso a to nowo os ta ate ta ite metrase la oaa a s ooooe,ote sarpostia rath daleto milateras nol brotso a to nowo os ta ate ta ite metrase la oaa a s oooe
SEMA2-2023-05-05T150018-18.wav,eng,te incidents with fater habit isi itis t comun tisductaris here bate for medicine i have seen a my medicinetho the panadis not available tacharly wecord the to,te incidents with father habit isi itis t comun tisductaris here bate for medicine i have seen a my medicinetho the panadis not available tacharly wecord the to
SEMA2-2023-05-13T171032-13.wav,eng,whte the problem we you are facing er is that tes newt baks freces may come when you ar seek dey may yutel you di galdby gald by distis dis ona tis wos ot sot the u gad bay since acu,whte the problem we you are facing er is that tes newt baks freces may come when you ar seek dey may yutel you di galdby gald by distis dis ona tis wos ot sot the u gad bay since acu
SEMA2-2023-04-27T160112-7.wav,eng,eicn oeepris den maro tothe tey droyt for you and your ganubyese to e ae a ta a se,eicn oeepris den maro tothe tey droyt for you and your ganubyese to e ae a ta a se
SEMA2-2023-05-19T170905-13.wav,eng,thpersion is going to may have o eight o'clock otenipepl sey is a environmenteu wo has gan talk in those andevestration are also starved an inspana,thpersion is going to may have o eight o'clock otenipepl Sey is an environmenteu wo has gan talk in those andevestration are also starving an inspana
SEMA2-2023-04-27T160227-9.wav,eng,government or spits can take the long on that to getting prut even if the medicine is wont le anbey right for you are you gon the parmers aand you bidis valu decade,government or spits can take the long on that to get prut even if the medicine is wont le anbey right for you are you gon the parmers aand you bidis valu decade
SEMA2-2023-04-27T160035-6.wav,eng,tenase to they take caar of as the tokl to as where matese plession which we a wes very tineopes always go d enepol enel ten elefonbad,tenase to they take caar of as the tokl to as where matese plession which we a wes very tineopes always go d enepol enel ten elefonbad
SEMA2-2023-05-25T172652-35.wav,eng,am negative iil take t evelaciv pressure about what its negativee mesaee powate oaeaa esoa te to tee e e toe tsee,am negative iil take t evelaciv pressure about what its negativee mesaee powate oaea esoa te to tee e toe tsee
SEMA2-2023-04-27T160306-10.wav,eng,ater yif the government can hele bas and they provide what we ale mis o because i don' ow i don't know other fat becase o metea itom one  howfo li t hale co tetes i don't no te cid loe tos,ater if the government can hele bas and they provide what we ale mis o because i don' ow i don't know other fat becase o metea itom one howfo li t hale co tetes i don't no te cid loe tos
SEMA2-2023-05-19T170944-14.wav,eng,becas the time i came mear immediate to t awrs imseve anawal stiks i do not spend much timesetopepo wota oa to peetea tatea a apea ta a te e teeepe,becas the time i came mear immediate to t awrs imseve anawal sticks i don't spend much timesetopepo wota oa to peetea tatea a apea ta a te e teeepe
SEMA2-2023-05-19T170429-6.wav,eng,teticagara we wostawa timungdeya even i farnado farnado ine govementas parnavinevicols waet woo musodo wi bermet babiitabatya tax ses mam binansan o niga walyadi no gambanto yuu,teticagara we wostawa Yinedeya even i farnado farnado ine govementas parnavinevicols waet woo musodo wi bermet babiitabatya tax ses mam binansan o niga walyadi no gambanto yuu
SEMA2-2023-05-25T174348-61.wav,eng,ame wesco te wara me doctor sa fretmygen wont to an go teto aaaa a oaa e e te,ame wesco te wara me doctor sa fretmygen wont to an go teto aaaa a oaa e te
SEMA2-2023-05-05T150057-19.wav,eng,because they are given pomat intma menata ae pee te  to ete e ee taa toe tae a o wa se mes so e o to oe wo mat te,because they are given pomat intma menata ae pee te to ete e ee taa toe tae a o wa se mes so e o to oe wo mat te
SEMA2-2023-05-25T172139-27.wav,eng,te den te wol aspataseaoi bat bom hal was paetedata es tod es domester tantes  teex pans im to us,te den te wol aspataseoi bat bom hal was paetedata es tod es domester tantes teex pans im to us
SEMA2-2023-05-25T173836-53.wav,eng,it is alvesof ya higaan my on hol to excandeestal ana problem there of my anserling ia an compameaning tat is den lopa a,it is alvesof ya higaan my on hol to excandeestal ana problem there of my considérling ia an compameaning tat is den lopa a
SEMA2-2023-05-19T170626-9.wav,eng,a ta a a aaae e te o osoetes e caa te re aoa tote teaata teteeete teteo tom come poce,a ta a aaae e te o osoetes e caa te re aoa tote teaata teteeteo tom come poce
SEMA2-2023-05-05T145004-2.wav,lug,a,a
SEMA2-2023-05-13T170938-12.wav,lug,muntu ndi mubadde wa sukaali mbadenzekukimatagana na yesunewadmpekwade ate bagambye munyinanekes a,i am a person who has been a sugar mabadenzekikutungana with yesunewadmpekwade and they said munyinekanees a
SEMA2-2023-05-05T145041-3.wav,lug,yasalagakugamba ke tukole ali sooka ne ba kutuusa ngeri a,he told us what to do and how to do it
SEMA2-2023-05-05T145120-4.wav,lug,gndinagendiuiwe nga ngengeri erundumauatoobwemba gamba asooka sokendieea,it will be used as a substitute such as the first sokendieea
SEMA2-2023-05-25T172257-29.wav,lug,bakola mpola eelaele,they work very slowly
SEMA2-2023-05-25T170627-4.wav,lug,put the thing low someone is cited oujanyelusedagata funabetugaugene bulebuizga,put the thing low someone is cited oujanyelusedagata funabetugaugene bulebuize
SEMA2-2023-05-25T171623-19.wav,lug,eaeaaaaa,eaeaaaaa
SEMA2-2023-05-13T170314-4.wav,lug,ekindeekewanokudala gavumenti made nzeegemesamwana era ba nkozeko bulungi balinako ennungi bambi twebaza omutindo ogwo mugendera awo masoaa,what I'm going to do about the government made me smile and the people I've done well have a good one please thank us for that quality you're going there masoaa
SEMA2-2023-05-25T170707-5.wav,lug,ujagnraugaelusba bujja nga naawe luse tolina mu ssente waka kye kikuba kikula si era otuuka,Ujagnraugalusba will come when you have no money at home which is why you are not growing and you are reaching
SEMA2-2023-05-13T171304-16.wav,lug,euakwnekoteaeona buno ndaguulemukama dagala bagimpadeyofe,euakwnekoteaeona now I am going to buy the drugs they gave me
SEMA2-2023-05-13T170356-5.wav,lug,poimsaenziwano ku da ruyaekisugukufuna kupirizaomukyala wange ya nkozeko bulunywa bumpadderakatie njogerera,poimsaenziwano on da ruyaekisuukufuna kupima my wife of nkozeko bulunywa bumpadderakatie njogera
SEMA2-2023-05-25T171505-17.wav,lug,ate nga bo bennyini bakugamba olaba embeera bwe tojja n'okola otugamba naye kati nze ndaba embeera ekyuse nzize bakoleko tebakola ku osobola kuddayo waka,and they themselves tell you you see the situation if you don't come and do you tell us but now I see the situation has changed I have come to work they don't work on you can go back home
SEMA2-2023-05-13T170631-8.wav,lug,made ngigyekuulama nnyo naye nsonga wakitebankozeeko bangananirala bangamba kugena komewo n'omuzadde balyoke bankolera a,i made it very difficult for me to keep it but the reason why I did it was that others told me to go back to my parents and do it for me
SEMA2-2023-05-13T171226-15.wav,lug,mbadde nzize kugema mu ana na ku mujjanjaba bamugemeanaye obujjanjabi sifunye aaaaaa,i have been to get vaccinated in the 40s and the nurse was vaccinated but I didn't get the treatment aaaaaa
SEMA2-2023-05-25T170834-7.wav,lug,agatuvakuimunization,agatuvakimunization
SEMA2-2023-05-25T171348-15.wav,lug,evudde olwateneddeawo ba kuyitako buyisi kyabugambobabagala ssente olabe bakfeekotebalina ntudaokuvakumasa naye nga abasawo kigamba nti batebalimubonna,it has emerged that they want money to see that they don't have anything to do with it but doctors say they don't have it all
SEMA2-2023-05-25T171741-21.wav,lug,na kye nalimbafunemu kibi a a,and what I got wrong a a
SEMA2-2023-05-25T171426-16.wav,lug,namuwongo yakyuka naye wali mu kusooka yali namuwongo zennyini ng'ojayouinaye kati tuudauznnoluua,namuwongo changed but you were previously namuwongo proper when you were joyful but now tuudauznnoluua
SEMA2-2023-05-25T170509-2.wav,lug,onankuuasangeyo mu di mukazi wa ngebamukutembkaki nya kuba ayasizewo,you will find me in di wife of ngebamukutembakka nya because she has passed away
SEMA2-2023-05-25T170548-3.wav,lug,naye ng'asimula bomguzingumo,but he was pulling the trigger
SEMA2-2023-05-13T170509-6.wav,lug,nutwaliraabukozese zambuliran'ennaku z'omwezi tulina okudda wano e a,we have to use the days of the month we have to go back here to a
SEMA2-2023-05-25T171308-14.wav,lug,ennaku zino gainolafzanazala kufasgoliwange nga batufaako kati ono mwana owokubiri nzogwolikulabira wano zenazenamaziasemu ntobyezija,these days gainonafzanazala kufasgoliwange they are taking care of us now this is the second child I will see you here zenazenamazizamemu ntobyeziza
SEMA2-2023-05-25T171150-12.wav,lug,kimu eeeaaaaaaaa,one eeeaaaaaaaa
SEMA2-2023-05-13T170854-11.wav,lug,ensonga ba ddembe si awanise baana bakozeeko buli a,the rights issue is not a problem for children to deal with every day
SEMA2-2023-05-25T170755-6.wav,lug,oba tolina see,or you don't have a see
SEMA2-2023-05-25T170913-8.wav,lug,sirinako buziuekikozi kirina ko,i don't have anything to do with it
SEMA2-2023-05-25T171702-20.wav,lug,bafunye mu buzibu ki nakakasa aleeleea,what are some of the challenges they have faced?
